AT1G01010	GO:0003677
AT1G01010	GO:0003700
AT1G01010	GO:0005634
AT1G01010	GO:0006355
AT1G01010	GO:0016021
AT1G01020	GO:0005783
AT1G01020	GO:0005794
AT1G01020	GO:0006665
AT1G01020	GO:0016021
AT1G01020	GO:0016125
AT1G01020	GO:0032366
AT1G01020	GO:0032541
AT1G01020	GO:0097036
AT1G01030	GO:0003677
AT1G01030	GO:0003700
AT1G01030	GO:0005634
AT1G01030	GO:0006355
AT1G01030	GO:0009908
AT1G01030	GO:0048366
AT1G01030	GO:1901371
AT1G01040	GO:0003677
AT1G01040	GO:0003723
AT1G01040	GO:0004386
AT1G01040	GO:0004525
AT1G01040	GO:0005515
AT1G01040	GO:0005524
AT1G01040	GO:0005634
AT1G01040	GO:0005737
AT1G01040	GO:0016075
AT1G01040	GO:0016442
AT1G01040	GO:0030422
AT1G01040	GO:0046872
AT1G01040	GO:0090502
AT1G01050	GO:0000287
AT1G01050	GO:0004427
AT1G01050	GO:0005634
AT1G01050	GO:0005737
AT1G01050	GO:0005829
AT1G01050	GO:0006796
AT1G01050	GO:0019915
AT1G01060	GO:0003700
AT1G01060	GO:0005634
AT1G01060	GO:0006355
AT1G01060	GO:0007623
AT1G01060	GO:0009409
AT1G01060	GO:0009651
AT1G01060	GO:0009723
AT1G01060	GO:0009733
AT1G01060	GO:0009737
AT1G01060	GO:0009739
AT1G01060	GO:0009751
AT1G01060	GO:0009753
AT1G01060	GO:0042752
AT1G01060	GO:0042754
AT1G01060	GO:0043433
AT1G01060	GO:0044212
AT1G01060	GO:0046686
AT1G01060	GO:0048574
AT1G01070	GO:0005886
AT1G01070	GO:0006868
AT1G01070	GO:0015186
AT1G01070	GO:0016021
AT1G01070	GO:0048316
AT1G01070	GO:0055085
AT1G01080	GO:0003723
AT1G01080	GO:0003729
AT1G01080	GO:0005634
AT1G01080	GO:0008150
AT1G01080	GO:0009507
AT1G01080	GO:0009570
AT1G01080	GO:0009941
AT1G01080	GO:0010494
AT1G01080	GO:0061158
AT1G01080	GO:1990446
AT1G01080	GO:1990904
AT1G01090	GO:0004739
AT1G01090	GO:0005829
AT1G01090	GO:0006086
AT1G01090	GO:0006096
AT1G01090	GO:0009507
AT1G01090	GO:0009570
AT1G01090	GO:0009941
AT1G01090	GO:0055114
AT1G01100	GO:0002181
AT1G01100	GO:0003735
AT1G01100	GO:0005634
AT1G01100	GO:0005829
AT1G01100	GO:0005886
AT1G01100	GO:0006414
AT1G01100	GO:0022625
AT1G01100	GO:0022626
AT1G01100	GO:0030295
AT1G01100	GO:0032147
AT1G01100	GO:0042788
AT1G01100	GO:0043021
AT1G01120	GO:0005783
AT1G01120	GO:0005789
AT1G01120	GO:0006633
AT1G01120	GO:0009409
AT1G01120	GO:0009416
AT1G01120	GO:0009922
AT1G01120	GO:0010025
AT1G01120	GO:0016020
AT1G01120	GO:0016021
AT1G01120	GO:0022626
AT1G01120	GO:0102336
AT1G01120	GO:0102337
AT1G01120	GO:0102338
AT1G01120	GO:0102756
AT1G01130	GO:0008150
AT1G01130	GO:0016301
AT1G01130	GO:0016310
AT1G01140	GO:0004674
AT1G01140	GO:0005515
AT1G01140	GO:0005524
AT1G01140	GO:0005634
AT1G01140	GO:0005737
AT1G01140	GO:0006468
AT1G01140	GO:0007165
AT1G01140	GO:0009409
AT1G01140	GO:0009611
AT1G01140	GO:0009651
AT1G01140	GO:0010555
AT1G01140	GO:0043266
AT1G01140	GO:0051365
AT1G01140	GO:0055075
AT1G01150	GO:0003677
AT1G01150	GO:0046872
AT1G01160	GO:0003713
AT1G01160	GO:0005515
AT1G01160	GO:0005634
AT1G01160	GO:0008283
AT1G01160	GO:0045893
AT1G01160	GO:0045944
AT1G01160	GO:0048366
AT1G01170	GO:0005739
AT1G01170	GO:0016020
AT1G01170	GO:0016021
AT1G01180	GO:0008168
AT1G01180	GO:0016021
AT1G01180	GO:0032259
AT1G01190	GO:0004497
